verbatimsrs,reps
,19603754
WGS84,18416
unknown,372
NAD83,139
WGS 84,95
WGS84/NAD83,75
NAD83/WGS84,43
NAD 27,16
not recorded,9
NAD27,3
WGS85,2
WGS86,2
WGS87,2
35.82000 N,2
WGS120,1
WGS126,1
WGS153,1
WGS92,1
WGS197,1
WGS101,1
WGS109,1
WGS240,1
WGS100,1
WGS108,1
WGS186,1
WGS158,1
WGS212,1
WGS125,1
WGS98,1
WGS130,1
WGS223,1
WGS165,1
WGS170,1
WGS239,1
WGS156,1
WGS131,1
WGS144,1
34.35310 N,1
WGS173,1
WGS116,1
WGS194,1
WGS230,1
WGS206,1
WGS204,1
WGS211,1
WGS180,1
WGS166,1
WGS128,1
WGS152,1
WGS219,1
WGS90,1
WGS118,1
WGS121,1
WGS215,1
WGS111,1
34.13280 N,1
WGS237,1
WGS231,1
WGS148,1
WGS192,1
WGS168,1
WGS238,1
WGS199,1
WGS217,1
WGS167,1
WGS190,1
WGS129,1
WGS164,1
WGS222,1
WGS203,1
WGS142,1
WGS134,1
WGS181,1
WGS103,1
WGS102,1
WGS229,1
WGS163,1
WGS182,1
WGS97,1
WGS150,1
WGS151,1
WGS200,1
WGS174,1
WGS227,1
WGS145,1
WGS220,1
WGS175,1
WGS178,1
WGS183,1
WGS113,1
WGS201,1
WGS196,1
WGS112,1
WGS95,1
WGS114,1
WGS195,1
WGS141,1
WGS133,1
WGS89,1
WGS193,1
WGS107,1
WGS157,1
WGS154,1
WGS171,1
WGS235,1
WGS207,1
WGS226,1
WGS210,1
WGS169,1
WGS216,1
WGS177,1
WGS172,1
WGS93,1
WGS110,1
WGS159,1
WGS213,1
WGS137,1
WGS225,1
WGS124,1
WGS123,1
WGS187,1
WGS149,1
WGS138,1
WGS218,1
WGS236,1
WGS135,1
WGS232,1
WGS105,1
WGS136,1
WGS139,1
WGS205,1
WGS94,1
WGS214,1
WGS233,1
WGS188,1
WGS115,1
WGS209,1
WGS191,1
WGS127,1
WGS228,1
WGS161,1
WGS88,1
WGS132,1
WGS117,1
35.50960 N,1
WGS146,1
WGS184,1
WGS202,1
WGS147,1
WGS234,1
WGS162,1
WGS143,1
WGS179,1
35.95800 N,1
WGS176,1
WGS106,1
WGS91,1
WGS119,1
WGS104,1
WGS99,1
WGS185,1
WGS189,1
WGS160,1
WGS198,1
WGS96,1
WGS224,1
WGS140,1
WGS122,1
WGS208,1
WGS221,1
WGS155,1
